I-0,I-1,Desired,O-0,O-1,O-2,O-3,Actual,Correct
0.39414,0.42287,2,0.0027414,0.115509,0.813714,0.0633764,2,1
0.54414,0.57759,2,0.670539,0.171306,0.0037315,0.0764663,0,0
0.38219,0.29911,2,0.00114627,0.0542422,0.920367,0.108147,2,1
0.31748,0.33973,2,0.00096522,0.0788107,0.931501,0.0798229,2,1
0.34237,0.33625,2,0.0010193,0.0731287,0.927978,0.0850809,2,1
0.29165,0.3088,2,0.000863319,0.0753418,0.938858,0.0820104,2,1
0.15128,0.32343,2,0.00083685,0.0804946,0.940529,0.077597,2,1
0.19233,0.31168,2,0.000825146,0.0786418,0.941435,0.0789705,2,1
0.45499,0.43002,2,0.00818571,0.0503479,0.586584,0.132752,-1,0
0.38413,0.38613,2,0.00165498,0.0789885,0.884402,0.0831587,2,1
0.40584,0.30834,2,0.00144058,0.0437393,0.901614,0.129095,2,1
0.37285,0.33519,2,0.00116846,0.0631825,0.918228,0.0963997,2,1
0.41974,0.47803,2,0.0117032,0.278647,0.465724,0.0312074,-1,0
0.33875,0.66438,2,0.0885315,0.959601,0.0696724,0.00142663,1,0
0.48416,0.3104,2,0.00661047,0.00785198,0.66318,0.407825,2,0
0.37525,0.49797,2,0.0118411,0.537016,0.448495,0.0131969,-1,0
0.47331,0.38645,2,0.00731062,0.016242,0.629836,0.278318,2,1
0.34924,0.26679,2,0.000930987,0.0629304,0.934685,0.0949989,2,1
0.18401,0.3893,2,0.00110378,0.109739,0.920421,0.0614845,2,1
0.35494,0.43426,2,0.00247692,0.175013,0.82601,0.0435091,2,1
0.26035,0.33171,2,0.000880853,0.0813247,0.937364,0.0772745,2,1
0.38157,0.33336,2,0.00123114,0.0590961,0.914235,0.101892,2,1
0.36813,0.22452,2,0.000988685,0.0563559,0.931051,0.103868,2,1
0.41358,0.26628,2,0.00148786,0.0375771,0.899259,0.144365,2,1
0.31533,0.34768,2,0.000987607,0.0816017,0.929797,0.0777683,2,1
0.24779,0.42828,2,0.00174542,0.174798,0.873393,0.0423166,2,1
0.35595,0.62613,2,0.0815848,0.947678,0.0770875,0.00175822,1,0
0.5762,0.33448,2,0.0551234,0.000760394,0.180349,0.844047,3,0
0.48955,0.38712,2,0.0113332,0.0100618,0.521306,0.371363,-1,0
0.38016,0.38021,2,0.00153362,0.0772414,0.892573,0.0841434,2,1
0.51382,0.54651,2,0.378514,0.20542,0.013208,0.0587257,-1,0
0.41843,0.38864,2,0.00245069,0.0556332,0.836878,0.11248,2,1
0.47751,0.29877,2,0.00541202,0.00941271,0.70732,0.368958,2,1
0.26922,0.35593,2,0.00096007,0.0887006,0.93144,0.0725284,2,1
0.34942,0.319,2,0.000999573,0.0678313,0.929633,0.0901204,2,1
0.51014,0.43217,2,0.036081,0.0109606,0.235105,0.379046,-1,0
0.30377,0.46344,2,0.0036634,0.324483,0.74974,0.0238776,2,1
0.39994,0.32098,2,0.00139225,0.0481584,0.904346,0.119974,2,1
0.50859,0.26956,2,0.0118646,0.00347784,0.522766,0.582557,-1,0
0.42936,0.38024,2,0.00270181,0.043077,0.824176,0.136826,2,1
0.48346,0.38205,2,0.00918828,0.0115138,0.575426,0.342152,-1,0
0.26851,0.3144,2,0.000853503,0.0776076,0.939459,0.0800249,2,1
0.60498,0.41975,2,0.146312,0.00134826,0.0634768,0.789617,3,0
0.37607,0.37573,2,0.00144395,0.0766633,0.89862,0.0842447,2,1
0.30462,0.3052,2,0.000872949,0.0736594,0.938248,0.0835661,2,1
0.30746,0.31293,2,0.000888199,0.0744359,0.937135,0.0829882,2,1
0.27713,0.33102,2,0.000890654,0.0803983,0.936706,0.0780576,2,1
0.30734,0.43533,2,0.00213816,0.194239,0.846579,0.0389663,2,1
0.41488,0.45783,2,0.0067369,0.185856,0.618565,0.0446851,2,1
0.4622,0.46741,2,0.0211217,0.102689,0.328809,0.0824195,-1,0
0.47973,0.35963,2,0.00710382,0.0108193,0.641891,0.348483,2,1
0.29536,0.33041,2,0.000906796,0.0789605,0.935623,0.0793076,2,1
0.52005,0.36693,2,0.021829,0.00329933,0.362079,0.605639,3,0
0.49059,0.33714,2,0.00853509,0.00694151,0.601007,0.437482,2,0
0.46535,0.26138,2,0.00378359,0.0129072,0.777114,0.305078,2,1
0.45327,0.30676,2,0.00308544,0.0185045,0.809696,0.243466,2,1
0.39363,0.40118,2,0.00207064,0.0855058,0.857076,0.0794399,2,1
0.47316,0.47147,2,0.0307332,0.087286,0.247071,0.0968229,-1,0
0.45107,0.15493,2,0.00257706,0.0186973,0.83751,0.23907,2,1
0.44116,0.66151,2,0.214727,0.878068,0.0257669,0.00404388,1,0
0.33134,0.43862,2,0.00241939,0.199951,0.828386,0.0382897,2,1
0.51424,0.4434,2,0.0495126,0.0126065,0.176673,0.359293,-1,0
0.35318,0.481,2,0.00666359,0.427455,0.60682,0.0177785,2,0
0.44886,0.34033,2,0.00310221,0.0225905,0.807169,0.214781,2,1
0.3415,0.1288,2,0.000873278,0.0628307,0.938734,0.0946413,2,1
0.44802,0.22081,2,0.00250212,0.0198203,0.841343,0.230066,2,1
0.46186,0.52552,2,0.0859638,0.412344,0.0850684,0.0233258,-1,0
0.27298,0.57671,2,0.0423617,0.921738,0.152169,0.00233531,1,0
0.31776,0.36996,2,0.00110056,0.0913529,0.921415,0.0715833,2,1
0.47701,0.47741,2,0.0393166,0.0932322,0.199428,0.093721,-1,0
0.37139,0.36969,2,0.0013483,0.0756048,0.905156,0.084719,2,1
0.36145,0.32713,2,0.00107314,0.065705,0.924638,0.0929007,2,1
0.34013,0.46805,2,0.00457757,0.343383,0.701523,0.0227673,2,1
0.41805,0.57156,2,0.085325,0.838401,0.0779821,0.00478852,1,0
0.40023,0.5364,2,0.037574,0.751399,0.180295,0.00683169,1,0
0.3032,0.35153,2,0.000981087,0.084497,0.93013,0.0755733,2,1
0.56557,0.40613,2,0.0795641,0.00174189,0.121779,0.74236,3,0
0.24841,0.40219,2,0.00127871,0.125265,0.907497,0.0555761,2,1
0.42032,0.41799,2,0.00352031,0.0789877,0.773617,0.0882685,2,1
0.35469,0.37608,2,0.00128568,0.0860298,0.908822,0.0761058,2,1
0.43688,0.3189,2,0.00229972,0.0273427,0.850852,0.185588,2,1
0.45966,0.46908,2,0.020675,0.113917,0.332625,0.0755124,-1,0
0.42823,0.21259,2,0.00175721,0.0294681,0.883345,0.173096,2,1
0.50608,0.43615,2,0.034793,0.0135077,0.240399,0.339355,-1,0
0.51042,0.43012,2,0.035074,0.0104035,0.241273,0.388428,-1,0
0.2829,0.42373,2,0.00171139,0.16374,0.87614,0.0448703,2,1
0.29152,0.10124,2,0.000797422,0.069236,0.94379,0.0871237,2,1
0.454,0.50398,2,0.043489,0.308721,0.171103,0.031202,-1,0
0.31974,0.51213,2,0.0128248,0.685727,0.419341,0.00805547,1,0
0.24112,0.50266,2,0.00850549,0.610752,0.533363,0.0100992,1,0
0.40356,0.40773,2,0.00247296,0.0841275,0.832377,0.081628,2,1
0.34505,0.37465,2,0.00122454,0.0882258,0.912924,0.0742767,2,1
0.42753,0.36275,2,0.00233308,0.0390292,0.846435,0.145267,2,1
0.34182,0.37398,2,0.00120526,0.0887143,0.914236,0.0738502,2,1
0.27283,0.25564,2,0.000805463,0.0721912,0.943095,0.0843694,2,1
0.3115,0.39602,2,0.00131336,0.114096,0.905545,0.0603354,2,1
0.40067,0.3639,2,0.0016532,0.0571828,0.886335,0.106885,2,1
0.53688,0.28316,2,0.0243909,0.00153949,0.34347,0.740848,3,0
0.41396,0.44779,2,0.00537037,0.15071,0.676869,0.0531289,2,1
0.27757,0.41153,2,0.00145545,0.139086,0.894649,0.0512624,2,1
0.16587,0.45356,2,0.00246533,0.253662,0.823212,0.030237,2,1
0.43506,0.4428,2,0.00684017,0.0992385,0.623585,0.0774213,2,1
0.5533,0.48721,2,0.274976,0.0172372,0.0248416,0.340397,-1,0
0.59729,0.54706,2,0.740359,0.0491938,0.00280144,0.20529,0,0
0.31912,0.55865,2,0.0351192,0.888267,0.183976,0.00314287,1,0
0.40729,0.43086,2,0.00359633,0.116345,0.765641,0.0643893,2,1
0.64224,0.34438,2,0.0946423,0.000437889,0.108446,0.898524,3,0
0.51591,0.34541,2,0.0174323,0.00327572,0.420279,0.60229,3,0
0.16719,0.32106,2,0.000834988,0.0801277,0.940676,0.0778683,2,1
0.31266,0.25241,2,0.000840842,0.0687938,0.940735,0.087929,2,1
0.43754,0.41433,2,0.00447009,0.0556791,0.729633,0.117701,2,1
0.24905,0.51674,2,0.012328,0.713682,0.428069,0.00722239,1,0
0.36052,0.4897,2,0.00865899,0.489208,0.534928,0.0149431,-1,0
0.32141,0.42174,2,0.00180199,0.154587,0.870441,0.0474773,2,1
0.23582,0.29392,2,0.000814827,0.0760425,0.942273,0.0810368,2,1
0.4071,0.41156,2,0.00270247,0.0852314,0.818624,0.0813487,2,1
0.40438,0.41103,2,0.00259957,0.0872425,0.824508,0.0795889,2,1
0.16539,0.34131,2,0.000874668,0.0845533,0.937676,0.0748439,2,1
0.39318,0.37078,2,0.00160048,0.0645716,0.889115,0.0971477,2,1
0.54074,0.34284,2,0.0310805,0.00162274,0.285755,0.736846,3,0
0.32287,0.41267,2,0.0016086,0.13603,0.884293,0.0527042,2,1
0.32852,0.62515,2,0.0736342,0.952304,0.0855492,0.00161105,1,0
0.44914,0.4374,2,0.00819437,0.0669092,0.582519,0.107315,-1,0
0.40504,0.3136,2,0.0014436,0.044646,0.901317,0.127196,2,1
0.40374,0.30175,2,0.00139121,0.0443122,0.904804,0.12754,2,1
0.3557,0.28816,2,0.000974651,0.0625616,0.931659,0.0957732,2,1
0.47442,0.28256,2,0.00486117,0.0101184,0.72979,0.353332,2,1
0.47091,0.47943,2,0.0352818,0.115385,0.217148,0.0780489,-1,0
0.096944,0.40723,2,0.00123409,0.125227,0.910629,0.0554297,2,1
0.39917,0.17355,2,0.00121551,0.0439176,0.916542,0.127077,2,1
0.28673,0.3396,2,0.000920976,0.0820122,0.934489,0.0770256,2,1
0.37997,0.31974,2,0.00117396,0.0574968,0.918242,0.103665,2,1
0.51429,0.33527,2,0.0160237,0.00329457,0.442591,0.599413,-1,0
0.37468,0.36402,2,0.00133271,0.0714188,0.906485,0.0885325,2,1
0.17974,0.4698,2,0.003501,0.345199,0.757843,0.0221171,2,1
0.4787,0.55986,2,0.225554,0.498928,0.0266615,0.0195061,-1,0
0.30213,0.44597,2,0.00254941,0.234475,0.818739,0.0328688,2,1
0.49105,0.17893,2,0.00686349,0.00605909,0.657169,0.459892,2,0
0.2935,0.41953,2,0.00164531,0.153634,0.881038,0.0473868,2,1
0.44882,0.56464,2,0.129622,0.712154,0.0506851,0.00898056,1,0
0.5854,0.29935,2,0.0562145,0.000598458,0.178916,0.867871,3,0
0.4296,0.38721,2,0.0028738,0.0457844,0.81392,0.131515,2,1
0.24348,0.34982,2,0.000921476,0.0870815,0.934245,0.0733823,2,1
0.46846,0.35333,2,0.00514408,0.014482,0.713868,0.291096,2,1
0.43964,0.33442,2,0.00253283,0.0270657,0.837364,0.188129,2,1
0.4351,0.32701,2,0.00227933,0.0289507,0.851671,0.178467,2,1
0.436,0.46587,2,0.0114937,0.167243,0.478999,0.0514957,-1,0
0.33861,0.28866,2,0.000917888,0.0667446,0.935406,0.0906553,2,1
0.32878,0.49892,2,0.00944313,0.584709,0.506712,0.0111035,-1,0
0.39003,0.17168,2,0.00112297,0.0479362,0.92244,0.118435,2,1
0.451,0.59097,2,0.180199,0.778599,0.0334735,0.00702242,1,0
0.38124,0.34738,2,0.00128978,0.0625358,0.910008,0.0979182,2,1
0.32423,0.2834,2,0.000879807,0.0689194,0.937979,0.0881168,2,1
0.15317,0.27318,2,0.000788256,0.0750941,0.944202,0.0816351,2,1
0.29155,0.47421,2,0.00456455,0.396886,0.699671,0.0190102,2,1
0.31843,0.45388,2,0.00310556,0.268604,0.783751,0.029028,2,1
0.43449,0.42901,2,0.00527447,0.0758552,0.689665,0.0940759,2,1
0.24416,0.48416,2,0.00534021,0.464922,0.660016,0.0154824,2,0
0.22675,0.36136,2,0.000957145,0.0919861,0.931516,0.0703875,2,1
0.38481,0.41795,2,0.00234785,0.115237,0.837529,0.0627114,2,1
0.46744,0.30747,2,0.00427973,0.0127748,0.75356,0.309127,2,1
0.42569,0.35769,2,0.00220523,0.0390771,0.854086,0.144537,2,1
0.4452,0.29585,2,0.00255854,0.0219566,0.837405,0.215904,2,1
0.40418,0.16292,2,0.00127316,0.041613,0.912915,0.132621,2,1
0.36178,0.4026,2,0.00166807,0.107342,0.88173,0.064764,2,1
0.25988,0.35989,2,0.000969384,0.0907841,0.930695,0.0712219,2,1
0.35112,0.39699,2,0.00149708,0.105271,0.893351,0.0652575,2,1
0.40374,0.43768,2,0.00388002,0.137312,0.748923,0.0561716,2,1
0.26868,0.30988,2,0.000847025,0.0769144,0.939948,0.0805512,2,1
0.45249,0.50475,2,0.0428576,0.321937,0.172971,0.0297162,-1,0
0.36991,0.36366,2,0.00129141,0.0733881,0.909168,0.0864419,2,1
0.36217,0.45234,2,0.00361764,0.239032,0.756321,0.0331903,2,1
0.39056,0.56297,2,0.0552197,0.861937,0.121144,0.0039693,1,0
0.30028,0.40882,2,0.00146232,0.133029,0.894426,0.0533268,2,1
0.43481,0.3646,2,0.00266502,0.0345697,0.827979,0.159776,2,1
0.2901,0.24272,2,0.000812491,0.0706275,0.942662,0.0858979,2,1
0.26854,0.40881,2,0.00139616,0.134806,0.898928,0.0525117,2,1
0.35511,0.48599,2,0.00763577,0.464827,0.569557,0.0159671,-1,0
0.41905,0.29342,2,0.00165125,0.0356529,0.889011,0.150993,2,1
0.27186,0.14451,2,0.000786429,0.0704978,0.944517,0.0858015,2,1
0.48143,0.39609,2,0.00995278,0.0142699,0.551525,0.305598,-1,0
0.41008,0.28646,2,0.00145908,0.0401067,0.900819,0.137591,2,1
0.46042,0.40963,2,0.00684433,0.0309095,0.638346,0.184578,2,1
0.29935,0.37515,2,0.00109705,0.0969912,0.921414,0.0681274,2,1
0.37822,0.36961,2,0.00140919,0.0723036,0.901255,0.0880654,2,1
0.3487,0.34985,2,0.00109354,0.0754656,0.922679,0.0834501,2,1
0.49197,0.41253,2,0.0161891,0.0131072,0.422227,0.329746,-1,0
0.3769,0.36099,2,0.00133096,0.0691206,0.906758,0.090822,2,1
0.52252,0.44528,2,0.0632085,0.0104527,0.141262,0.400249,-1,0
0.47183,0.41617,2,0.00993362,0.0252307,0.544602,0.216516,-1,0
0.38454,0.36201,2,0.00141424,0.0657322,0.901386,0.0948967,2,1
0.29933,0.39274,2,0.00124715,0.111974,0.910249,0.0610465,2,1
0.3533,0.16904,2,0.000912582,0.0602038,0.936119,0.0981445,2,1
0.53905,0.32169,2,0.0277893,0.00156433,0.311877,0.740601,3,0
0.59347,0.37561,2,0.083251,0.000794,0.120515,0.844506,3,0
0.45426,0.24076,2,0.00288719,0.0171204,0.820991,0.254234,2,1
0.44719,0.3348,2,0.00293694,0.0229922,0.81597,0.211565,2,1
0.2818,0.47766,2,0.00485896,0.421689,0.684286,0.0176309,2,0
0.44869,0.42969,2,0.00707718,0.0577907,0.622111,0.11856,2,1
0.22788,0.38805,2,0.00111804,0.109554,0.91942,0.061636,2,1
0.35529,0.44113,2,0.00279922,0.197606,0.805222,0.0391979,2,1
0.50582,0.34077,2,0.013086,0.00437191,0.493394,0.539412,-1,0
0.35835,0.52417,2,0.0203273,0.743084,0.301795,0.00670238,1,0
0.38859,0.35125,2,0.00138759,0.0599961,0.903614,0.10166,2,1
0.27101,0.43981,2,0.00215657,0.211301,0.844672,0.0359471,2,1
0.41214,0.54283,2,0.0494501,0.754762,0.139306,0.0069017,1,0
0.49156,0.44005,2,0.0252204,0.0228498,0.304724,0.245428,-1,0
0.45528,0.4107,2,0.00615845,0.0357196,0.662325,0.165958,2,1
0.49371,0.50055,2,0.10709,0.115399,0.0725993,0.0857314,-1,0
0.49441,0.62832,2,0.473708,0.576976,0.00803699,0.0167585,-1,0
0.37702,0.48832,2,0.00936839,0.456343,0.515525,0.0166916,-1,0
0.34842,0.52576,2,0.0200238,0.758741,0.304335,0.0062624,1,0
0.31187,0.52341,2,0.0165315,0.757639,0.350124,0.00618808,1,0
0.45762,0.49587,2,0.0385513,0.239458,0.193736,0.0404418,-1,0
0.25343,0.29428,2,0.00082132,0.0756185,0.941828,0.0814493,2,1
0.31771,0.3633,2,0.00106187,0.0877454,0.924294,0.0737622,2,1
0.53101,0.33895,2,0.0246153,0.00205846,0.337846,0.693862,3,0
0.44963,0.38832,2,0.00424497,0.0307606,0.746504,0.179014,2,1
0.40644,0.39576,2,0.00224356,0.0702953,0.847686,0.0933791,2,1
0.55913,0.51153,2,0.441687,0.0327738,0.0111266,0.245038,-1,0
0.65597,0.45813,2,0.336853,0.00280145,0.0201015,0.696292,3,0
0.37853,0.36203,2,0.00135318,0.068762,0.905278,0.0913105,2,1
0.4461,0.55827,2,0.112323,0.699649,0.0598922,0.0092899,1,0
0.32402,0.56897,2,0.0420171,0.907211,0.154597,0.00270757,1,0
0.38119,0.41375,2,0.00215651,0.111184,0.84977,0.0641954,2,1
0.44282,0.32635,2,0.00262093,0.0246551,0.83302,0.20059,2,1
0.36127,0.59539,2,0.0669119,0.928934,0.0964184,0.00223994,1,0
0.48193,0.38179,2,0.00880015,0.0120282,0.586163,0.333393,-1,0
0.52313,0.46611,2,0.0996523,0.018234,0.0861802,0.307149,-1,0
0.31411,0.49451,2,0.00802985,0.553406,0.551728,0.0121139,-1,0
0.38232,0.36654,2,0.00142558,0.0687743,0.900402,0.0916716,2,1
0.041356,0.28646,2,0.000791459,0.0757831,0.943947,0.0810703,2,1
0.34167,0.26775,2,0.000908223,0.0647179,0.936186,0.09278,2,1
0.35285,0.517,2,0.016598,0.703444,0.352383,0.007709,1,0
0.27306,0.41384,2,0.00148647,0.143312,0.892336,0.0500088,2,1
0.49847,0.38685,2,0.0144219,0.00761297,0.460025,0.430426,-1,0
0.61385,0.45141,2,0.255335,0.00271996,0.0302805,0.694135,3,0
0.48604,0.39547,2,0.0111942,0.0123237,0.52198,0.333678,-1,0
0.20479,0.31601,2,0.000833251,0.0792368,0.940834,0.0785564,2,1
0.43916,0.37275,2,0.00303933,0.0336023,0.80729,0.164514,2,1
0.22418,0.61159,2,0.0587891,0.950502,0.108085,0.00162789,1,0
0.40362,0.23357,2,0.00129821,0.0420049,0.911207,0.131916,2,1
0.3456,0.41702,2,0.00183413,0.137306,0.869116,0.0528376,2,1
0.29452,0.44069,2,0.0022795,0.214159,0.836628,0.035641,2,1
0.3125,0.31319,2,0.000896122,0.0738717,0.9366,0.0835488,2,1
0.42693,0.38041,2,0.00260067,0.0449979,0.82967,0.13219,2,1
0.65286,0.52019,2,0.703028,0.019315,0.0035875,0.355148,0,0
0.31863,0.28006,2,0.000866911,0.0694973,0.938862,0.0874398,2,1
0.27431,0.30478,2,0.000843891,0.07594,0.940211,0.0813494,2,1
0.33915,0.3445,2,0.00103652,0.0761814,0.92662,0.0824765,2,1
0.45236,0.53954,2,0.0926416,0.566308,0.0762104,0.0144193,-1,0
0.44597,0.31543,2,0.00270605,0.0223583,0.828952,0.214217,2,1
0.51546,0.53171,2,0.319948,0.14622,0.0176817,0.078206,-1,0
0.51526,0.41554,2,0.0316335,0.00680974,0.267006,0.469787,-1,0
0.32926,0.33696,2,0.000983026,0.0761026,0.930374,0.0821988,2,1
0.4394,0.54844,2,0.0844215,0.685787,0.0821904,0.00952147,1,0
0.49737,0.41497,2,0.0194239,0.0115709,0.376446,0.356104,-1,0
0.53584,0.36921,2,0.0322982,0.0021677,0.274212,0.690157,3,0
0.44028,0.25629,2,0.00221584,0.0236113,0.856774,0.203974,2,1
0.43125,0.41865,2,0.00423883,0.0669908,0.738737,0.101865,2,1
0.23404,0.33088,2,0.000867135,0.0817867,0.938321,0.0768271,2,1
0.51582,0.43671,2,0.0453956,0.0102719,0.1929,0.396406,-1,0
0.36013,0.31923,2,0.00104632,0.0647626,0.926552,0.0937626,2,1
0.34603,0.37614,2,0.001241,0.0889003,0.911751,0.0738969,2,1
0.422,0.43997,2,0.00518695,0.115157,0.688401,0.0669037,2,1
0.28932,0.44481,2,0.00243011,0.230485,0.826376,0.033309,2,1
0.46046,0.39748,2,0.00593266,0.02616,0.674873,0.204147,2,1
0.3273,0.29963,2,0.000903504,0.0699227,0.936262,0.0873055,2,1
0.43183,0.45575,2,0.00844261,0.140401,0.564274,0.0587005,-1,0
0.40514,0.40904,2,0.00255856,0.0841466,0.827243,0.0818338,2,1
0.59259,0.50389,2,0.513375,0.0165084,0.00851376,0.368611,-1,0
0.61527,0.47947,2,0.40902,0.00635257,0.0139444,0.549377,-1,0
0.4448,0.20222,2,0.00232526,0.0213229,0.851026,0.218574,2,1
0.43441,0.58041,2,0.121518,0.816378,0.053063,0.00560094,1,0
0.32449,0.48503,2,0.00652036,0.474977,0.610006,0.0152553,2,0
0.36224,0.36987,2,0.00128209,0.0795655,0.909432,0.0810217,2,1
0.45201,0.39958,2,0.00500599,0.0331126,0.710879,0.172262,2,1
0.48847,0.43878,2,0.0226172,0.0243345,0.329743,0.234266,-1,0
0.38842,0.44859,2,0.00407522,0.194093,0.734774,0.0411382,2,1
0.46716,0.33897,2,0.00467208,0.0140556,0.734745,0.294395,2,1
0.40548,0.37777,2,0.00190356,0.0598115,0.869994,0.104425,2,1
0.44872,0.41086,2,0.0053407,0.0417624,0.693791,0.147161,2,1
0.361,0.30413,2,0.0010206,0.0624825,0.928469,0.0962117,2,1
0.30439,0.32511,2,0.000906456,0.0769326,0.935734,0.0809702,2,1
0.46528,0.37371,2,0.00538838,0.0181041,0.701162,0.255845,2,1
0.33946,0.39931,2,0.00146286,0.111939,0.895345,0.061857,2,1
0.37933,0.17267,2,0.0010405,0.0521663,0.927755,0.110546,2,1
0.40851,0.45734,2,0.00611401,0.197007,0.641929,0.0419469,2,1
0.53825,0.56175,2,0.590947,0.15481,0.00540037,0.0813554,-1,0
0.36855,0.49203,2,0.0096798,0.498516,0.504553,0.01465,-1,0
0.32161,0.32271,2,0.000930048,0.0742207,0.934191,0.0834822,2,1
0.31123,0.41541,2,0.00161648,0.143243,0.88344,0.0503754,2,1
0.37795,0.45236,2,0.00402917,0.223211,0.735365,0.0358766,2,1
0.44648,0.51846,2,0.0524205,0.455172,0.139535,0.0194551,-1,0
0.46415,0.50329,2,0.0541851,0.251711,0.140711,0.0395893,-1,0
0.46725,0.39042,2,0.00650909,0.0200959,0.655853,0.242969,2,1
0.46194,0.61146,2,0.254362,0.764431,0.0213115,0.00777244,1,0
0.26361,0.49109,2,0.00656084,0.523985,0.606009,0.0130741,2,0
0.56096,0.47555,2,0.244055,0.0103489,0.0301252,0.435012,-1,0
0.3008,0.51748,2,0.0138916,0.723258,0.396262,0.00702807,1,0
0.47415,0.50712,2,0.0760515,0.223133,0.100901,0.0460405,-1,0
0.36518,0.30879,2,0.00105031,0.0616655,0.926459,0.0974104,2,1
0.31785,0.45039,2,0.00288947,0.251715,0.797258,0.0308879,2,1
0.46043,0.44187,2,0.0115579,0.056693,0.493072,0.12486,-1,0
0.40439,0.26969,2,0.00134341,0.042355,0.908172,0.13146,2,1
0.40959,0.57348,2,0.0784105,0.858793,0.0846907,0.00418574,1,0
0.62582,0.37326,2,0.103292,0.000592016,0.0974669,0.875204,3,0
0.4028,0.42197,2,0.00296501,0.104774,0.801585,0.0692239,2,1
0.36051,0.64585,2,0.0910735,0.952107,0.0681372,0.00164914,1,0
0.30689,0.49283,2,0.00753413,0.540867,0.569222,0.0125397,-1,0
0.35204,0.36317,2,0.00117796,0.0798097,0.91659,0.080282,2,1
0.53328,0.45296,2,0.0945363,0.00962309,0.0940171,0.425573,-1,0
0.35507,0.23951,2,0.000936575,0.0604844,0.934429,0.0979922,2,1
0.33743,0.33356,2,0.000995544,0.0736049,0.929617,0.0844879,2,1
0.37399,0.43924,2,0.00303013,0.176581,0.792774,0.0438751,2,1
0.45839,0.40518,2,0.00617076,0.0305174,0.663726,0.184812,2,1
0.41008,0.3381,2,0.00163707,0.0450207,0.888679,0.127624,2,1
0.53386,0.41486,2,0.0492111,0.00401868,0.186535,0.584936,-1,0
0.24709,0.36598,2,0.000988872,0.0940877,0.929179,0.0692752,2,1
0.31141,0.3298,2,0.000927497,0.0771199,0.934239,0.0809606,2,1
0.47983,0.39645,2,0.00957386,0.015033,0.561156,0.295987,-1,0
0.37285,0.34353,2,0.00120179,0.0651874,0.915815,0.0943041,2,1
0.56409,0.4474,2,0.147824,0.00429719,0.0592791,0.597111,-1,0
0.51031,0.29098,2,0.0128327,0.00335919,0.502084,0.590976,-1,0
0.35087,0.3661,2,0.00119075,0.0816041,0.915609,0.0789318,2,1
0.36233,0.22038,2,0.000959266,0.0580941,0.932986,0.101255,2,1
0.23836,0.26803,2,0.000797299,0.0740339,0.943601,0.0826364,2,1
0.54967,0.59978,2,0.73991,0.192689,0.00259561,0.0705956,0,0
0.34229,0.45651,2,0.00357112,0.273514,0.757144,0.0288087,2,1
0.33856,0.41001,2,0.00163642,0.127336,0.882815,0.0559057,2,1
0.461,0.55776,2,0.150505,0.613096,0.043436,0.0129697,1,0
0.34192,0.54397,2,0.0289138,0.841994,0.221829,0.00424999,1,0
0.4977,0.36404,2,0.0118458,0.00639885,0.51529,0.460768,-1,0
0.34478,0.27032,2,0.000919217,0.0641649,0.935444,0.0934877,2,1
0.40564,0.37337,2,0.00184948,0.0576755,0.873654,0.107115,2,1
0.456,0.36834,2,0.00417722,0.0221569,0.752999,0.221881,2,1
0.26506,0.40959,2,0.0014026,0.13611,0.898428,0.0520896,2,1
0.405,0.4005,2,0.00231647,0.0755149,0.842697,0.0884964,2,1
0.44285,0.38497,2,0.00358588,0.0345904,0.778029,0.163183,2,1
0.31759,0.29209,2,0.000876357,0.0706341,0.938143,0.0864056,2,1
0.35739,0.49849,2,0.0106561,0.56325,0.47536,0.0120264,-1,0
0.32365,0.30493,2,0.000903183,0.0711425,0.936227,0.0861235,2,1
0.37797,0.33857,2,0.00122073,0.0617936,0.914751,0.0983999,2,1
0.49252,0.42643,2,0.0202846,0.0165581,0.361108,0.293298,-1,0
0.35956,0.5508,2,0.0359225,0.855451,0.18252,0.00398513,1,0
0.23516,0.33635,2,0.000879832,0.0831016,0.937366,0.075934,2,1
0.59605,0.54144,2,0.717647,0.0440745,0.00318425,0.219051,0,0
0.28108,0.32138,2,0.000874161,0.0781404,0.937971,0.07974,2,1
0.46975,0.33725,2,0.00494735,0.0129827,0.723466,0.309011,2,1
0.43291,0.21453,2,0.00189447,0.0270937,0.875305,0.1842,2,1
0.24824,0.40393,2,0.0013004,0.127617,0.905886,0.0547633,2,1
0.27898,0.29251,2,0.000833621,0.0742992,0.941008,0.0826933,2,1
0.50736,0.3777,2,0.016956,0.00528397,0.42155,0.50706,-1,0
0.40096,0.50419,2,0.0177393,0.533138,0.344596,0.0138345,-1,0
0.34778,0.39782,2,0.00148798,0.107442,0.893857,0.0641194,2,1
0.51238,0.42259,2,0.0326242,0.00843401,0.258277,0.427809,-1,0
0.23085,0.39438,2,0.00117691,0.115798,0.915021,0.0590522,2,1
0.50828,0.47206,2,0.0792374,0.0329572,0.106738,0.21064,-1,0
0.39954,0.51578,2,0.0233095,0.625786,0.276973,0.0104779,1,0
0.3052,0.47983,2,0.00540529,0.438141,0.658358,0.0168764,2,0
0.30957,0.372,2,0.00109541,0.0937695,0.921669,0.0700412,2,1
0.35016,0.47075,2,0.00510811,0.355126,0.675795,0.022069,2,1
0.49377,0.3089,2,0.00852883,0.00580531,0.603422,0.473161,2,0
0.39103,0.34708,2,0.00139218,0.0575855,0.903504,0.104916,2,1
