I-0,I-1,Desired,O-0,O-1,O-2,O-3,O-4,O-5,Actual,Correct
0.32629,0.60415,2,9.64333e-06,5.21825e-05,0.204304,0.7462,0.00106719,3.16929e-11,3,0
0.26516,0.66001,2,4.2997e-06,4.79893e-07,0.378526,0.50367,0.000435344,2.77198e-12,-1,0
0.39275,0.62746,2,0.000194419,0.00853746,0.874213,0.142178,0.00303073,1.32361e-08,2,1
0.24606,0.58129,2,2.16697e-05,1.47415e-07,0.0414132,0.964277,0.000269572,2.60368e-11,3,0
0.38513,0.59434,2,0.000196678,0.00344972,0.636177,0.495819,0.00305517,7.59518e-09,2,0
0.46862,0.61038,2,0.00718345,0.308746,0.740441,0.00849784,0.000475492,2.2257e-06,2,1
0.27817,0.6814,2,2.41747e-06,1.2804e-06,0.490236,0.218063,0.000669361,1.81139e-12,-1,0
0.36088,0.62229,2,3.31816e-05,0.000767691,0.639602,0.369244,0.00216001,4.66056e-10,2,1
0.50884,0.71967,2,0.000966287,0.7636,0.242511,2.22736e-06,1.14819e-05,2.59119e-07,1,0
0.44197,0.67817,2,0.000616244,0.169494,0.922108,0.00108539,0.000927622,1.7614e-07,2,1
0.50262,0.67582,2,0.00298294,0.69867,0.367373,2.90867e-05,2.59499e-05,6.29261e-07,1,0
0.35831,0.66299,2,1.71035e-05,0.000869388,0.835258,0.0795738,0.00262038,3.30274e-10,2,1
0.39034,0.71398,2,3.9834e-05,0.0133679,0.967744,0.00192934,0.00402702,6.88673e-09,2,1
0.32889,0.70681,2,2.92388e-06,9.40747e-05,0.814168,0.0213581,0.00243158,1.75405e-11,2,1
0.40019,0.64133,2,0.000234227,0.0158577,0.920332,0.0582059,0.0030205,2.41021e-08,2,1
0.39765,0.68594,2,9.21071e-05,0.0183037,0.958653,0.00635093,0.00338605,1.42027e-08,2,1
0.51736,0.77671,2,0.000198777,0.821967,0.121599,1.18011e-07,4.15645e-06,1.11228e-07,1,0
0.31928,0.61318,2,7.15998e-06,3.28115e-05,0.229169,0.703485,0.00093864,1.92485e-11,3,0
0.29995,0.68384,2,2.10493e-06,7.739e-06,0.560111,0.127568,0.00105159,3.05541e-12,-1,0
0.40921,0.81295,2,9.71709e-06,0.0599892,0.967846,6.41446e-06,0.00196739,1.06925e-08,2,1
0.32443,0.59472,2,1.03796e-05,4.39262e-05,0.142846,0.813945,0.00103426,3.33693e-11,3,0
0.43746,0.56268,2,0.00608334,0.055637,0.605299,0.302486,0.00402193,2.51216e-06,2,1
0.35439,0.78403,2,3.82751e-06,0.00135168,0.974385,0.000228213,0.00715556,2.85273e-10,2,1
0.31937,0.59268,2,9.44527e-06,3.0835e-05,0.118434,0.838877,0.000938608,2.73323e-11,3,0
0.39998,0.65511,2,0.00018176,0.0173835,0.937629,0.0293914,0.00307994,2.1273e-08,2,1
0.5073,0.66667,2,0.00422196,0.721726,0.319137,3.54918e-05,2.16309e-05,8.26537e-07,1,0
0.44438,0.8171,2,1.4045e-05,0.273409,0.8402,7.83184e-07,0.000223725,2.89406e-08,2,1
0.43076,0.65879,2,0.000669603,0.0965888,0.936043,0.00587289,0.00161242,1.55029e-07,2,1
0.41487,0.57101,2,0.00162824,0.0180707,0.627355,0.464311,0.00437118,2.63086e-07,2,0
0.41497,0.5778,2,0.00148364,0.0201339,0.6952,0.39951,0.00392098,2.25724e-07,2,1
0.3335,0.65336,2,6.32492e-06,0.000111004,0.603708,0.217557,0.00155609,3.18298e-11,2,1
0.36333,0.72953,2,9.59277e-06,0.00203738,0.956757,0.00236769,0.00481008,5.93304e-10,2,1
0.37936,0.66876,2,4.87499e-05,0.00464774,0.924492,0.0312567,0.00335477,2.96408e-09,2,1
0.37344,0.74197,2,1.25845e-05,0.00479042,0.970599,0.000880022,0.00524338,1.56657e-09,2,1
0.36551,0.61233,2,4.86987e-05,0.000993797,0.604732,0.446867,0.00228006,7.90423e-10,2,0
0.35354,0.65795,2,1.43111e-05,0.000571267,0.786977,0.113804,0.00233983,2.01935e-10,2,1
0.42377,0.62654,2,0.000998368,0.0559986,0.912231,0.0450687,0.00225529,1.79365e-07,2,1
0.33032,0.63098,2,7.59892e-06,7.86679e-05,0.421159,0.462199,0.00125556,2.96222e-11,-1,0
0.40366,0.59444,2,0.0006042,0.0123661,0.769325,0.341079,0.00337329,5.47614e-08,2,1
0.37576,0.76431,2,1.00601e-05,0.00640136,0.977283,0.000267591,0.00574859,1.88695e-09,2,1
0.31625,0.53128,2,1.6e-05,1.73324e-05,0.00283944,0.960796,0.00193131,1.42154e-10,3,0
0.42175,0.70153,2,0.00017615,0.0758392,0.957025,0.000892931,0.00192592,5.38021e-08,2,1
0.35686,0.71819,2,8.17344e-06,0.00111856,0.937563,0.00523374,0.00417209,2.98858e-10,2,1
0.48175,0.67551,2,0.00189932,0.525132,0.646523,0.000108007,9.67373e-05,4.88837e-07,2,0
0.35591,0.61994,2,2.62749e-05,0.000513943,0.570831,0.42733,0.00196753,2.84418e-10,-1,0
0.42956,0.53187,2,0.00632,0.0201616,0.19299,0.604526,0.0119633,4.73215e-06,3,0
0.28332,0.55323,2,1.12385e-05,2.57045e-06,0.00899145,0.965725,0.000649959,4.03765e-11,3,0
0.48888,0.74704,2,0.00026181,0.646473,0.428913,1.67684e-06,2.78259e-05,1.3794e-07,1,0
0.48685,0.75098,2,0.000221085,0.632541,0.448595,1.54631e-06,3.01828e-05,1.27092e-07,1,0
0.37464,0.72396,2,1.70644e-05,0.00471797,0.964167,0.00210702,0.00469114,1.76155e-09,2,1
0.38201,0.72388,2,2.3583e-05,0.00802349,0.968272,0.0016017,0.00453598,3.38078e-09,2,1
0.5951,0.57837,2,0.156794,0.844807,0.00949104,2.39452e-05,3.46335e-06,5.15192e-05,1,0
0.30799,0.63118,2,4.59916e-06,1.48717e-05,0.292943,0.585401,0.000802642,9.04173e-12,-1,0
0.37164,0.75087,2,1.03794e-05,0.004404,0.972629,0.000603384,0.00556184,1.33368e-09,2,1
0.39458,0.66115,2,0.000123667,0.0127771,0.938702,0.0265811,0.00323364,1.28355e-08,2,1
0.38079,0.55321,2,0.00023719,0.00135538,0.143707,0.824374,0.00460006,8.72694e-09,3,0
0.44354,0.64701,2,0.00140131,0.158273,0.907387,0.00556318,0.0010545,3.42034e-07,2,1
0.36288,0.63713,2,3.05168e-05,0.00101963,0.754004,0.214889,0.00237207,5.50057e-10,2,1
0.33137,0.77942,2,1.83995e-06,0.000165303,0.948009,0.000581525,0.00586842,2.54502e-11,2,1
0.41704,0.71626,2,0.000105943,0.0635125,0.962579,0.000509413,0.00218829,3.5956e-08,2,1
0.55119,0.68794,2,0.00644104,0.884566,0.0595284,1.51026e-06,2.23744e-06,5.39396e-07,1,0
0.38564,0.64307,2,0.000101917,0.0059702,0.893528,0.0890468,0.00306312,5.98691e-09,2,1
0.30048,0.70724,2,1.61532e-06,7.92222e-06,0.668515,0.0436443,0.0013876,2.33186e-12,2,1
0.32211,0.57619,2,1.2324e-05,3.42673e-05,0.0619809,0.895401,0.00106927,4.31451e-11,3,0
0.41852,0.66705,2,0.000341013,0.0550463,0.949353,0.00692134,0.00227117,7.08646e-08,2,1
0.45017,0.55755,2,0.0116219,0.093063,0.534236,0.212983,0.00341412,7.73986e-06,-1,0
0.47362,0.72702,2,0.000349179,0.492139,0.679463,1.11216e-05,9.42232e-05,1.55797e-07,2,0
0.4245,0.72467,2,0.000109677,0.0940404,0.955589,0.000220951,0.00159776,4.51752e-08,2,1
0.37988,0.72499,2,2.11448e-05,0.00694714,0.967708,0.00164154,0.00462464,2.81069e-09,2,1
0.41185,0.72666,2,7.01547e-05,0.0505361,0.966993,0.000377615,0.0025482,2.48599e-08,2,1
0.55532,0.6496,2,0.0174521,0.877951,0.0547642,6.90758e-06,2.58438e-06,1.57248e-06,1,0
0.36086,0.66469,2,1.91066e-05,0.00107991,0.853799,0.0683324,0.0027522,4.31926e-10,2,1
0.37068,0.7448,2,1.08268e-05,0.00395901,0.970158,0.000845358,0.00538772,1.22122e-09,2,1
0.41226,0.55392,2,0.00174961,0.0114435,0.390221,0.630619,0.0062326,3.22158e-07,3,0
0.44819,0.71972,2,0.000239457,0.24212,0.895719,7.60873e-05,0.000499042,1.04747e-07,2,1
0.36836,0.79816,2,5.13297e-06,0.00443397,0.982026,7.36534e-05,0.00710933,1.04668e-09,2,1
0.33492,0.7986,2,1.85677e-06,0.000257124,0.965481,0.000220213,0.00740832,4.16657e-11,2,1
0.37057,0.7967,2,5.56219e-06,0.00518315,0.982047,7.23322e-05,0.00687455,1.2472e-09,2,1
0.28167,0.61309,2,6.04271e-06,2.17428e-06,0.147102,0.834925,0.000460404,7.96582e-12,3,0
0.39529,0.59032,2,0.000387239,0.00668866,0.685685,0.454417,0.00339714,2.41652e-08,2,0
0.34581,0.63791,2,1.27609e-05,0.000269416,0.609882,0.297519,0.00177357,9.97918e-11,2,1
0.36262,0.63155,2,3.2362e-05,0.00095264,0.719589,0.265142,0.00230104,5.42272e-10,2,1
0.43321,0.73162,2,0.000117304,0.141304,0.940335,9.50129e-05,0.0010274,5.66692e-08,2,1
0.479,0.63281,2,0.00547156,0.44461,0.680465,0.00133142,0.000189177,1.42885e-06,2,0
0.38753,0.73884,2,2.30566e-05,0.0126304,0.973826,0.00059492,0.0045301,5.00271e-09,2,1
0.42442,0.71485,2,0.000139494,0.0905601,0.955487,0.000376543,0.00166811,5.10297e-08,2,1
0.40417,0.6214,2,0.000407627,0.0171758,0.886559,0.126292,0.00298611,4.13331e-08,2,1
0.53251,0.78186,2,0.000254136,0.866519,0.0682009,5.82792e-08,2.15083e-06,1.07398e-07,1,0
0.31388,0.6954,2,2.20156e-06,2.49201e-05,0.685821,0.0548793,0.00158514,5.68817e-12,2,1
0.35927,0.77311,2,5.0302e-06,0.00190108,0.973527,0.000320799,0.00662025,4.40185e-10,2,1
0.36324,0.71522,2,1.13661e-05,0.00184882,0.946014,0.0049341,0.0042788,5.75765e-10,2,1
0.51224,0.59968,2,0.0238807,0.6649,0.229383,0.000779079,4.54127e-05,9.02e-06,1,0
0.50769,0.78578,2,0.000116138,0.785006,0.166969,1.1844e-07,5.98902e-06,9.50761e-08,1,0
0.42375,0.61521,2,0.00124276,0.050966,0.891847,0.0773633,0.00241017,2.192e-07,2,1
0.39484,0.70866,2,5.31904e-05,0.0173711,0.966969,0.00212214,0.00373823,9.96894e-09,2,1
0.36912,0.64868,2,3.69404e-05,0.00182431,0.84406,0.113317,0.0027481,1.04921e-09,2,1
0.31017,0.70928,2,1.77871e-06,1.84e-05,0.722463,0.031047,0.0017308,4.00065e-12,2,1
0.43763,0.61114,2,0.00248226,0.0978427,0.873764,0.0488064,0.00175962,5.76445e-07,2,1
0.47639,0.76058,2,0.000130851,0.545809,0.576443,1.73383e-06,5.28762e-05,9.70313e-08,-1,0
0.35568,0.60747,2,3.04051e-05,0.000452335,0.456354,0.565053,0.00191351,2.99202e-10,-1,0
0.40677,0.73248,2,5.20711e-05,0.0392918,0.970094,0.000354445,0.00295669,1.7992e-08,2,1
0.39685,0.62028,2,0.000275029,0.0105217,0.864624,0.168417,0.00304672,2.09338e-08,2,1
0.35366,0.64055,2,1.79745e-05,0.00050865,0.69834,0.231841,0.00207946,2.10858e-10,2,1
0.48457,0.72942,2,0.000413006,0.597638,0.526676,5.14778e-06,4.49373e-05,1.74339e-07,-1,0
0.35914,0.66357,2,1.7722e-05,0.000933228,0.841612,0.0756612,0.00266395,3.60332e-10,2,1
0.42512,0.76439,2,4.10514e-05,0.109923,0.951208,2.72549e-05,0.00124338,2.90097e-08,2,1
0.3783,0.76731,2,1.05149e-05,0.00777952,0.978252,0.000209773,0.00563701,2.30156e-09,2,1
0.26562,0.68631,2,2.94855e-06,4.30368e-07,0.507379,0.230296,0.000556821,1.51504e-12,-1,0
0.33044,0.68007,2,4.1016e-06,9.66831e-05,0.723531,0.0745632,0.00187179,2.17279e-11,2,1
0.3131,0.77664,2,1.15573e-06,2.77462e-05,0.905827,0.00111208,0.00431503,4.04404e-12,2,1
0.52341,0.69961,2,0.00244323,0.819549,0.152572,2.8607e-06,6.46238e-06,4.13295e-07,1,0
0.44239,0.73649,2,0.000129598,0.205861,0.912568,4.35448e-05,0.000604982,6.97483e-08,2,1
0.23546,0.66325,2,1.31896e-05,3.48936e-08,0.433141,0.638608,0.000270499,3.89534e-12,3,0
0.4778,0.67279,2,0.0018692,0.484067,0.695779,0.000161338,0.000127905,4.87469e-07,2,0
0.40617,0.60118,2,0.000631098,0.0157708,0.818251,0.258466,0.00320873,6.36644e-08,2,1
0.39326,0.70708,2,5.11514e-05,0.0155732,0.966143,0.00246507,0.00380005,8.9296e-09,2,1
0.33152,0.67757,2,4.38311e-06,0.000104738,0.719666,0.081476,0.00186416,2.40478e-11,2,1
0.39708,0.73113,2,3.79964e-05,0.022276,0.972373,0.000590562,0.00376583,1.01549e-08,2,1
0.48219,0.54384,2,0.043446,0.2413,0.218859,0.0582842,0.0016261,9.43858e-05,-1,0
0.41771,0.69598,2,0.000173276,0.0605571,0.95912,0.00148157,0.002227,4.71715e-08,2,1
0.41801,0.63319,2,0.000669991,0.0432214,0.921762,0.042013,0.00246515,1.08859e-07,2,1
0.28081,0.70663,2,1.70437e-06,1.44699e-06,0.606314,0.0718678,0.000930805,1.17057e-12,2,1
0.32945,0.84795,2,1.3458e-06,0.000200237,0.980935,3.41121e-05,0.0109552,3.54758e-11,2,1
0.51973,0.6485,2,0.00868673,0.774585,0.204467,4.33387e-05,1.30369e-05,1.51996e-06,1,0
0.46784,0.64763,2,0.00285448,0.357339,0.793333,0.0012283,0.000305872,7.31443e-07,2,1
0.49846,0.66721,2,0.0034493,0.661217,0.429453,5.90629e-05,3.68459e-05,7.47539e-07,1,0
0.34629,0.62715,2,1.49862e-05,0.000260039,0.533421,0.408563,0.00169092,1.09945e-10,-1,0
0.33072,0.71853,2,2.78378e-06,0.000116089,0.855009,0.0113392,0.0028804,2.05088e-11,2,1
0.3991,0.6755,2,0.000119828,0.0188369,0.953461,0.0104451,0.00324314,1.70785e-08,2,1
0.18941,0.68094,2,0.000207751,4.09056e-10,0.612884,0.745168,0.000153932,8.81365e-12,3,0
0.49912,0.71284,2,0.000949595,0.700857,0.359722,5.24551e-06,2.1703e-05,2.74118e-07,1,0
0.51981,0.81317,2,6.47105e-05,0.838997,0.0875538,2.65284e-08,2.5496e-06,7.45379e-08,1,0
0.28045,0.65266,2,3.4847e-06,1.73453e-06,0.345818,0.499773,0.000542921,3.33906e-12,-1,0
0.41631,0.8094,2,1.17118e-05,0.0843658,0.958527,5.2004e-06,0.00140178,1.4206e-08,2,1
0.31707,0.69315,2,2.41533e-06,3.25658e-05,0.694764,0.0563842,0.00164859,7.18726e-12,2,1
0.36723,0.76366,2,7.46204e-06,0.00338475,0.974505,0.000379636,0.00610908,9.06187e-10,2,1
0.46445,0.71581,2,0.00039713,0.390785,0.792604,3.52303e-05,0.000192204,1.61022e-07,2,1
0.37787,0.6071,2,0.000107281,0.00236951,0.680873,0.415282,0.00271678,3.09327e-09,2,0
0.5569,0.76542,2,0.000870822,0.903471,0.0365619,5.85267e-08,1.20676e-06,1.27398e-07,1,0
0.44916,0.72306,2,0.000223194,0.252464,0.889814,5.9976e-05,0.000458489,1.01837e-07,2,1
0.30644,0.68095,2,2.31093e-06,1.32383e-05,0.575987,0.125381,0.00116306,4.25894e-12,-1,0
0.39419,0.88626,2,2.17376e-06,0.0348426,0.976388,7.72791e-07,0.0023806,4.4389e-09,2,1
0.41938,0.68565,2,0.000233564,0.0630334,0.955647,0.00240165,0.0021539,5.85433e-08,2,1
0.40391,0.78267,2,1.65833e-05,0.0406526,0.973914,3.3077e-05,0.00291492,1.04692e-08,2,1
0.48372,0.71005,2,0.000731054,0.574935,0.575037,1.48192e-05,5.88947e-05,2.44116e-07,-1,0
0.48345,0.69305,2,0.00119959,0.557958,0.604999,3.73736e-05,7.19656e-05,3.41188e-07,2,0
0.48072,0.66425,2,0.00252545,0.503093,0.666527,0.000214048,0.000116658,6.28304e-07,2,0
0.34231,0.77666,2,2.67766e-06,0.000449805,0.961116,0.000474027,0.00638405,7.98717e-11,2,1
0.38871,0.71267,2,3.79786e-05,0.0119165,0.966826,0.00220841,0.00407905,6.08971e-09,2,1
0.3868,0.59041,2,0.000229183,0.00369387,0.613489,0.523256,0.00317424,9.50925e-09,2,0
0.46261,0.75767,2,0.000108304,0.405699,0.756333,4.43864e-06,0.000137134,8.10661e-08,2,0
0.38921,0.58355,2,0.000290021,0.00398935,0.563931,0.572218,0.00341578,1.3483e-08,-1,0
0.35362,0.6586,2,1.42509e-05,0.000577583,0.790271,0.110327,0.00235467,2.03461e-10,2,1
0.38908,0.62927,2,0.000153044,0.00672631,0.867415,0.14746,0.00300554,9.0489e-09,2,1
0.51273,0.60466,2,0.0214975,0.67816,0.234581,0.000594099,3.94635e-05,7.23879e-06,1,0
0.61299,0.71627,2,0.015614,0.922817,0.0170864,1.29772e-07,6.62036e-07,1.90502e-07,1,0
0.40055,0.67542,2,0.000128603,0.0206151,0.953993,0.00987595,0.00318868,1.91349e-08,2,1
0.38644,0.78528,2,1.01848e-05,0.01459,0.980372,6.43862e-05,0.00500181,3.92922e-09,2,1
0.45404,0.80277,2,2.41014e-05,0.355194,0.773473,8.52015e-07,0.000139082,4.04602e-08,2,1
0.46843,0.72725,2,0.000309019,0.440237,0.73949,1.5019e-05,0.000131919,1.42486e-07,2,0
0.47272,0.61939,2,0.00648895,0.362256,0.724704,0.00409988,0.000330253,1.86405e-06,2,1
0.40593,0.70897,2,8.31641e-05,0.0338954,0.966686,0.00128342,0.00303871,2.10893e-08,2,1
0.4195,0.71835,2,0.000109422,0.0723844,0.960745,0.000402076,0.00199339,3.93891e-08,2,1
0.37787,0.59496,2,0.000125144,0.00205353,0.569951,0.544588,0.00279414,3.37799e-09,-1,0
0.47147,0.67656,2,0.00144848,0.425381,0.759866,0.00019607,0.000182809,3.98381e-07,2,0
0.45757,0.61126,2,0.00508486,0.21845,0.812905,0.016116,0.000813049,1.47056e-06,2,1
0.37448,0.69575,2,2.54025e-05,0.0039052,0.945982,0.0091817,0.00390147,1.76693e-09,2,1
0.38416,0.63111,2,0.000111907,0.00481669,0.854269,0.157868,0.00294079,5.39826e-09,2,1
0.40097,0.58035,2,0.000626033,0.00855173,0.633824,0.50546,0.00382361,5.15298e-08,2,0
0.39027,0.68229,2,6.90151e-05,0.011051,0.952562,0.0103783,0.00356405,7.90603e-09,2,1
0.42101,0.72166,2,0.000106077,0.0788632,0.959497,0.000311519,0.00186275,4.05009e-08,2,1
0.52123,0.63239,2,0.0131983,0.766571,0.190299,8.8805e-05,1.48255e-05,2.62051e-06,1,0
0.33794,0.70103,2,4.30842e-06,0.000201272,0.843561,0.0221184,0.00268936,4.13598e-11,2,1
0.38363,0.79619,2,7.94559e-06,0.0127636,0.981676,4.40199e-05,0.00536395,3.18316e-09,2,1
0.42331,0.73238,2,8.74586e-05,0.0913003,0.957001,0.000156067,0.00162476,3.91752e-08,2,1
0.41428,0.63036,2,0.000590284,0.0342731,0.916591,0.0566963,0.00264446,8.61795e-08,2,1
0.40831,0.60251,2,0.000697479,0.0183286,0.831373,0.231629,0.00315467,7.6429e-08,2,1
0.36715,0.606,2,5.78975e-05,0.00105343,0.564696,0.504658,0.00233422,9.74051e-10,-1,0
0.38968,0.67869,2,7.12613e-05,0.0103715,0.949487,0.0128395,0.00352199,7.62782e-09,2,1
0.42156,0.59817,2,0.00152189,0.0382516,0.839648,0.173386,0.0028745,2.592e-07,2,1
0.36821,0.69887,2,1.78115e-05,0.0024638,0.93902,0.0096981,0.00387587,9.42745e-10,2,1
0.36048,0.71478,2,1.00459e-05,0.0014745,0.940965,0.00553348,0.00417747,4.32987e-10,2,1
0.49636,0.77027,2,0.000147245,0.714882,0.288617,3.83936e-07,1.33667e-05,1.06519e-07,1,0
0.3402,0.6984,2,4.85076e-06,0.000241174,0.847455,0.0236493,0.00271955,5.16864e-11,2,1
0.42197,0.7112,2,0.00014083,0.0795306,0.957886,0.000521335,0.00185805,4.80642e-08,2,1
0.42869,0.75632,2,5.47914e-05,0.125556,0.945693,3.37043e-05,0.00109523,3.57927e-08,2,1
0.36457,0.76899,2,6.36116e-06,0.00283648,0.974881,0.00032365,0.00637248,7.17046e-10,2,1
0.32139,0.65594,2,4.20542e-06,4.28749e-05,0.525892,0.249721,0.00124461,1.29641e-11,-1,0
0.39523,0.68497,2,8.36979e-05,0.0155934,0.957197,0.00738907,0.00346579,1.18043e-08,2,1
0.4867,0.75706,2,0.000181709,0.635412,0.437323,1.16293e-06,2.8312e-05,1.16098e-07,1,0
0.38763,0.7421,2,2.18879e-05,0.0129195,0.974506,0.000501842,0.00456583,4.9764e-09,2,1
0.29438,0.5941,2,7.16139e-06,5.6024e-06,0.0848392,0.887671,0.000579589,1.35842e-11,3,0
0.44903,0.70697,2,0.000349741,0.240785,0.896636,0.000145178,0.000527766,1.32034e-07,2,1
0.42871,0.7316,2,0.000103893,0.116424,0.949066,0.00012183,0.0012791,4.85407e-08,2,1
0.50932,0.69887,2,0.00180594,0.75541,0.264538,6.07334e-06,1.37693e-05,3.92755e-07,1,0
0.50229,0.71222,2,0.00103956,0.721453,0.322368,4.54547e-06,1.8069e-05,2.84893e-07,1,0
0.27791,0.53739,2,1.24297e-05,1.72909e-06,0.00259174,0.974504,0.00077687,7.24258e-11,3,0
0.43584,0.72277,2,0.000159304,0.153383,0.935648,0.000131752,0.000952675,6.98709e-08,2,1
0.26521,0.7878,2,1.1048e-06,2.43158e-07,0.830381,0.00232821,0.00205711,2.06955e-13,2,1
0.38308,0.6505,2,7.88099e-05,0.00528641,0.902423,0.0681626,0.00311516,4.50444e-09,2,1
0.52911,0.53917,2,0.11871,0.566701,0.0261478,0.00279401,0.000161979,0.000598326,-1,0
0.43652,0.56018,2,0.00606377,0.0510027,0.577102,0.331673,0.00437197,2.57319e-06,-1,0
0.36222,0.69331,2,1.42112e-05,0.0014744,0.919265,0.0157385,0.0035287,5.0504e-10,2,1
0.37929,0.60933,2,0.000113468,0.00269726,0.710272,0.380934,0.00275772,3.5651e-09,2,1
0.40636,0.80188,2,1.16984e-05,0.0497185,0.971561,1.20939e-05,0.00241118,1.02523e-08,2,1
0.48852,0.83718,2,1.47513e-05,0.699192,0.251665,3.47525e-08,8.85357e-06,4.92523e-08,1,0
0.42094,0.62498,2,0.000902545,0.0475827,0.910025,0.0552328,0.00240891,1.51807e-07,2,1
0.29749,0.79104,2,8.70917e-07,6.04062e-06,0.88992,0.000873213,0.00394235,1.07387e-12,2,1
0.43184,0.7105,2,0.000195814,0.124692,0.944725,0.000320316,0.00123826,7.25855e-08,2,1
0.34533,0.68819,2,6.75323e-06,0.000352385,0.844584,0.0339338,0.00267158,8.63847e-11,2,1
0.40974,0.58768,2,0.000950537,0.0167193,0.751342,0.353733,0.00354358,1.11371e-07,2,1
0.43079,0.56553,2,0.00419158,0.0412348,0.628032,0.349133,0.00421142,1.3245e-06,2,1
0.42443,0.69599,2,0.000220759,0.0844633,0.953687,0.00105387,0.00177738,6.55688e-08,2,1
0.41424,0.74869,2,4.56582e-05,0.0620299,0.966339,0.000106402,0.00220789,2.23582e-08,2,1
0.37521,0.60707,2,9.15367e-05,0.00194538,0.65607,0.435238,0.00262645,2.31241e-09,2,0
0.32448,0.57719,2,1.29212e-05,4.02287e-05,0.0688327,0.888192,0.0011139,4.69324e-11,3,0
0.34996,0.55466,2,4.16069e-05,0.000171223,0.0444387,0.901888,0.00243949,3.92219e-10,3,0
0.31902,0.58334,2,1.055e-05,2.89797e-05,0.0803035,0.878356,0.000963396,3.2468e-11,3,0
0.43582,0.56699,2,0.00523482,0.0547202,0.648595,0.28598,0.00373464,1.88358e-06,2,1
0.46504,0.55319,2,0.0218033,0.157948,0.419685,0.118389,0.00237428,2.33109e-05,-1,0
0.36153,0.72394,2,9.45897e-06,0.00170188,0.950538,0.00334507,0.00455163,4.89886e-10,2,1
0.46379,0.84961,2,7.06649e-06,0.495416,0.546831,7.11243e-08,3.61337e-05,3.24441e-08,-1,0
0.3643,0.71497,2,1.19808e-05,0.00200943,0.947434,0.00482211,0.0042986,6.41355e-10,2,1
0.31792,0.64126,2,4.71597e-06,3.17202e-05,0.407214,0.418527,0.0010388,1.23266e-11,-1,0
0.25312,0.7311,2,2.52818e-06,1.06658e-07,0.686844,0.0457746,0.000746495,5.49007e-13,2,1
0.36867,0.67212,2,2.61834e-05,0.00211637,0.902547,0.0375302,0.00318435,9.8507e-10,2,1
0.4502,0.76273,2,7.26627e-05,0.288167,0.856439,7.14472e-06,0.000292034,5.91013e-08,2,1
0.40983,0.73118,2,5.93217e-05,0.0461839,0.968524,0.000328028,0.00269816,2.14375e-08,2,1
0.37639,0.73798,2,1.50253e-05,0.00581596,0.970638,0.000963799,0.00505213,2.03709e-09,2,1
0.38485,0.69453,2,4.31233e-05,0.00822993,0.956235,0.00669456,0.00386243,4.68882e-09,2,1
0.37032,0.7312,2,1.27701e-05,0.00355795,0.964349,0.00170153,0.00493945,1.1756e-09,2,1
0.36859,0.77326,2,6.96953e-06,0.00395824,0.977443,0.00022852,0.00638473,1.03411e-09,2,1
0.43557,0.52954,2,0.00903376,0.0265385,0.183656,0.553136,0.012486,9.63168e-06,-1,0
0.25513,0.5676,2,1.73473e-05,3.24597e-07,0.019519,0.9699,0.000341006,3.27611e-11,3,0
0.42214,0.68441,2,0.000266912,0.0720109,0.953385,0.00223962,0.00198199,6.86744e-08,2,1
0.49767,0.78501,2,9.41895e-05,0.730714,0.249498,1.88754e-07,1.03572e-05,8.94857e-08,1,0
0.42987,0.6274,2,0.00128431,0.07674,0.910365,0.032337,0.00193139,2.58848e-07,2,1
0.41515,0.7277,2,7.63181e-05,0.0602324,0.964912,0.000303813,0.00227417,2.89407e-08,2,1
0.34043,0.68996,2,5.36532e-06,0.000235154,0.824059,0.0356813,0.00250001,5.30321e-11,2,1
0.41357,0.68198,2,0.0002009,0.045623,0.957243,0.00388585,0.00253195,4.40031e-08,2,1
0.40259,0.71039,2,7.08174e-05,0.0281215,0.967581,0.00138334,0.00327545,1.6877e-08,2,1
0.37399,0.68009,2,3.10341e-05,0.00337845,0.928617,0.0210317,0.0035039,1.70101e-09,2,1
0.35866,0.54277,2,7.09071e-05,0.000253646,0.0282133,0.90963,0.00370522,1.13694e-09,3,0
0.42972,0.63071,2,0.00119114,0.0779727,0.914711,0.0275432,0.00190165,2.4096e-07,2,1
0.39525,0.67718,2,9.64355e-05,0.0148791,0.952536,0.0111745,0.00338136,1.23787e-08,2,1
0.48299,0.70901,2,0.000741932,0.567389,0.586857,1.63613e-05,6.24387e-05,2.46572e-07,-1,0
0.31775,0.64822,2,4.27479e-06,3.17289e-05,0.451939,0.343659,0.00108737,1.12694e-11,-1,0
0.43642,0.77406,2,4.0297e-05,0.181936,0.918375,9.03006e-06,0.000612349,3.67472e-08,2,1
0.36783,0.59006,2,7.31024e-05,0.000925869,0.408239,0.658759,0.00244405,1.18419e-09,3,0
0.43736,0.70792,2,0.000246678,0.155862,0.933702,0.000271308,0.000968857,9.16233e-08,2,1
0.37611,0.69907,2,2.6235e-05,0.00450933,0.950756,0.00728585,0.00400229,2.06473e-09,2,1
0.42085,0.55779,2,0.00276051,0.0207446,0.498972,0.519537,0.00558552,6.94363e-07,-1,0
0.32165,0.57443,2,1.2442e-05,3.29368e-05,0.0562603,0.901053,0.00107322,4.40384e-11,3,0
0.41589,0.71336,2,0.000108931,0.0592232,0.963072,0.000630611,0.00228859,3.51123e-08,2,1
0.53622,0.5103,2,0.207952,0.428623,0.00413226,0.00340255,0.000515282,0.00836548,-1,0
